DAYOFWEEK,MONTH,LOCATION,LATITUDE,LONGITUDE,CRIMECAT
2,6,NAS ST. POLY,8.507164,8.520902,7
0,6,NAS ST. POLY,8.507164,8.520902,5
0,2,NAS ST. POLY,8.507164,8.520902,7
6,6,NAS ST. POLY,8.507164,8.520902,7
0,7,MODERN MARKET,8.491388,8.528523,11
2,11,LAFIA EAST,8.490988,8.527665,11
0,6,NAS ST. POLY,8.507164,8.520902,1
3,1,NAS ST. POLY,8.507164,8.520902,11
5,7,NAS ST. POLY,8.507164,8.520902,7
0,4,LAFIA EAST,8.490988,8.527665,5
1,10,LAVISTA,8.544621,8.533711,2
0,10,PROJECT QUARTERS,8.44235,8.43324,11
5,5,STUDENT VILLAGE,8.503164,8.500314,11
5,11,LAFIA EAST,8.490988,8.527665,13
5,11,NAS ST. POLY,8.507164,8.520902,13
1,10,NAS ST. POLY,8.507164,8.520902,3
0,12,STUDENT VILLAGE,8.503164,8.500314,11
3,2,MODERN MARKET,8.491388,8.528523,5
5,8,STUDENT VILLAGE,8.503164,8.500314,12
1,12,PROJECT QUARTERS,8.44235,8.43324,11
4,10,STUDENT VILLAGE,8.503164,8.500314,1
2,12,STUDENT VILLAGE,8.503164,8.500314,2
2,9,NAS ST. POLY,8.507164,8.520902,11
0,12,LAVISTA,8.544621,8.533711,5
6,1,NAS ST. POLY,8.507164,8.520902,12
6,5,NAS ST. POLY,8.507164,8.520902,5
4,8,LAFIA EAST,8.490988,8.527665,11
6,5,POST OFFICE,8.496123,8.516234,3
1,8,POST OFFICE,8.496123,8.516234,7
2,7,STUDENT VILLAGE,8.503164,8.500314,13
3,8,POST OFFICE,8.496123,8.516234,5
6,6,DUNAMA,8.523524,8.522714,11
0,6,STUDENT VILLAGE,8.503164,8.500314,5
0,2,MODERN MARKET,8.491388,8.528523,2
3,8,POST OFFICE,8.496123,8.516234,3
3,10,NAS ST. POLY,8.507164,8.520902,7
2,5,NAS ST. POLY,8.507164,8.520902,5
2,12,NAS ST. POLY,8.507164,8.520902,11
2,12,NAS ST. POLY,8.507164,8.520902,12
2,9,MODERN MARKET,8.491388,8.528523,13
2,6,STUDENT VILLAGE,8.503164,8.500314,5
4,10,NAS ST. POLY,8.507164,8.520902,12
1,10,NAS ST. POLY,8.507164,8.520902,11
1,11,LAFIA EAST,8.490988,8.527665,11
4,5,STUDENT VILLAGE,8.503164,8.500314,11
3,9,MODERN MARKET,8.491388,8.528523,5
1,4,STUDENT VILLAGE,8.503164,8.500314,11
1,4,TUNDUN AMBA,8.2856,8.3018,11
0,6,LAFIA EAST,8.490988,8.527665,11
2,1,NAS ST. POLY,8.507164,8.520902,1
4,11,NAS ST. POLY,8.507164,8.520902,7
3,6,DUNAMA,8.523524,8.522714,13
4,1,LAVISTA,8.544621,8.533711,5
6,7,STUDENT VILLAGE,8.503164,8.500314,11
0,11,TUNDUN AMBA,8.2856,8.3018,2
2,12,STUDENT VILLAGE,8.503164,8.500314,11
5,9,NAS ST. POLY,8.507164,8.520902,12
3,10,POST OFFICE,8.496123,8.516234,2
3,7,DUNAMA,8.523524,8.522714,13
1,1,STUDENT VILLAGE,8.503164,8.500314,11
2,11,LAVISTA,8.544621,8.533711,5
3,9,PROJECT QUARTERS,8.44235,8.43324,12
5,1,NAS ST. POLY,8.507164,8.520902,2
0,2,NAS ST. POLY,8.507164,8.520902,7
0,8,POST OFFICE,8.496123,8.516234,11
6,7,POST OFFICE,8.496123,8.516234,13
1,9,NAS ST. POLY,8.507164,8.520902,8
4,10,PROJECT QUARTERS,8.44235,8.43324,11
6,10,STUDENT VILLAGE,8.503164,8.500314,11
1,10,POST OFFICE,8.496123,8.516234,11
6,9,POST OFFICE,8.496123,8.516234,11
3,6,STUDENT VILLAGE,8.503164,8.500314,13
2,6,POST OFFICE,8.496123,8.516234,5
5,10,POST OFFICE,8.496123,8.516234,5
4,9,NAS ST. POLY,8.507164,8.520902,3
0,8,NAS ST. POLY,8.507164,8.520902,2
1,2,NAS ST. POLY,8.507164,8.520902,5
5,12,NAS ST. POLY,8.507164,8.520902,2
3,11,TUNDUN AMBA,8.2856,8.3018,3
4,2,STUDENT VILLAGE,8.503164,8.500314,5
0,2,DUNAMA,8.523524,8.522714,9
5,7,POST OFFICE,8.496123,8.516234,13
0,9,POST OFFICE,8.496123,8.516234,11
1,10,POST OFFICE,8.496123,8.516234,3
5,1,TUNDUN AMBA,8.2856,8.3018,5
5,6,NAS ST. POLY,8.507164,8.520902,11
1,9,POST OFFICE,8.496123,8.516234,11
5,5,NAS ST. POLY,8.507164,8.520902,13
2,8,NAS ST. POLY,8.507164,8.520902,13
3,4,NAS ST. POLY,8.507164,8.520902,12
0,1,LAFIA EAST,8.490988,8.527665,8
2,1,NAS ST. POLY,8.507164,8.520902,2
6,5,STUDENT VILLAGE,8.503164,8.500314,7
0,7,DUNAMA,8.523524,8.522714,13
5,1,LAVISTA,8.544621,8.533711,2
6,1,MILLIONAIRES QUARTERS,8.516451,8.520237,11
4,1,LAVISTA,8.544621,8.533711,2
3,4,NAS ST. POLY,8.507164,8.520902,11
5,2,LAVISTA,8.544621,8.533711,5
3,1,NAS ST. POLY,8.507164,8.520902,2
1,8,TUNDUN AMBA,8.2856,8.3018,1
1,2,NAS ST. POLY,8.507164,8.520902,5
4,6,LAFIA EAST,8.490988,8.527665,12
1,10,NAS ST. POLY,8.507164,8.520902,5
0,10,POST OFFICE,8.496123,8.516234,2
2,12,STUDENT VILLAGE,8.503164,8.500314,2
5,12,DUNAMA,8.523524,8.522714,13
5,4,POST OFFICE,8.496123,8.516234,13
0,9,POST OFFICE,8.496123,8.516234,12
3,7,WORKERS VILLAGE,8.485263,8.504512,5
3,5,TUNDUN AMBA,8.2856,8.3018,5
6,8,POST OFFICE,8.496123,8.516234,9
1,8,LAVISTA,8.544621,8.533711,13
0,12,NAS ST. POLY,8.507164,8.520902,11
3,12,NAS ST. POLY,8.507164,8.520902,5
0,10,LAVISTA,8.544621,8.533711,5
5,1,LAVISTA,8.544621,8.533711,11
3,4,NAS ST. POLY,8.507164,8.520902,13
3,6,NAS ST. POLY,8.507164,8.520902,5
4,5,NAS ST. POLY,8.507164,8.520902,112
3,7,NAS ST. POLY,8.507164,8.520902,11
6,1,LAVISTA,8.544621,8.533711,8
6,1,NAS ST. POLY,8.507164,8.520902,2
0,5,PROJECT QUARTERS,8.44235,8.43324,12
4,5,STUDENT VILLAGE,8.503164,8.500314,11
1,8,POST OFFICE,8.496123,8.516234,9
5,7,NAS ST. POLY,8.507164,8.520902,7
6,7,STUDENT VILLAGE,8.503164,8.500314,9
2,6,POST OFFICE,8.496123,8.516234,11
0,11,NAS ST. POLY,8.507164,8.520902,11
6,10,LAVISTA,8.544621,8.533711,5
1,1,POST OFFICE,8.496123,8.516234,12
0,4,POST OFFICE,8.496123,8.516234,7
5,12,NAS ST. POLY,8.507164,8.520902,7
4,11,POST OFFICE,8.496123,8.516234,7
0,8,NAS ST. POLY,8.507164,8.520902,11
1,6,LAVISTA,8.544621,8.533711,5
6,7,NAS ST. POLY,8.507164,8.520902,5
6,5,POST OFFICE,8.496123,8.516234,11
2,2,LAVISTA,8.544621,8.533711,5
4,7,PROJECT QUARTERS,8.44235,8.43324,11
0,6,STUDENT VILLAGE,8.503164,8.500314,13
3,4,POST OFFICE,8.496123,8.516234,5
6,8,PROJECT QUARTERS,8.44235,8.43324,12
1,7,POST OFFICE,8.496123,8.516234,5
3,5,STUDENT VILLAGE,8.503164,8.500314,11
1,7,LAVISTA,8.544621,8.533711,5
4,8,POST OFFICE,8.496123,8.516234,3
3,9,STUDENT VILLAGE,8.503164,8.500314,12
2,11,LAVISTA,8.544621,8.533711,2
2,7,WORKERS VILLAGE,8.485263,8.504512,5
1,1,POST OFFICE,8.496123,8.516234,3
0,11,MILLIONAIRES QUARTERS,8.516451,8.520237,112
3,5,LAVISTA,8.544621,8.533711,5
1,4,NAS ST. POLY,8.507164,8.520902,11
0,6,LAVISTA,8.544621,8.533711,11
5,8,POST OFFICE,8.496123,8.516234,9
5,8,STUDENT VILLAGE,8.503164,8.500314,13
6,5,NAS ST. POLY,8.507164,8.520902,12
3,4,SANDAJI STREET,8.3031,8.322,11
4,11,LAVISTA,8.544621,8.533711,5
0,2,NAS ST. POLY,8.507164,8.520902,7
1,7,NAS ST. POLY,8.507164,8.520902,1
6,9,LAFIA EAST,8.490988,8.527665,9
1,5,NAS ST. POLY,8.507164,8.520902,11
3,1,NAS ST. POLY,8.507164,8.520902,11
3,12,LAVISTA,8.544621,8.533711,11
1,5,LAFIA EAST,8.490988,8.527665,11
6,11,PROJECT QUARTERS,8.44235,8.43324,9
5,10,DUNAMA,8.523524,8.522714,12
2,4,STUDENT VILLAGE,8.503164,8.500314,11
5,5,LAVISTA,8.544621,8.533711,5
3,12,PROJECT QUARTERS,8.44235,8.43324,7
2,5,NAS ST. POLY,8.507164,8.520902,11
3,10,PROJECT QUARTERS,8.44235,8.43324,11
2,1,NAS ST. POLY,8.507164,8.520902,7
1,10,POST OFFICE,8.496123,8.516234,5
2,5,STUDENT VILLAGE,8.503164,8.500314,11
3,1,NAS ST. POLY,8.507164,8.520902,11
1,12,LAFIA EAST,8.490988,8.527665,11
1,11,NAS ST. POLY,8.507164,8.520902,2
5,1,LAVISTA,8.544621,8.533711,9
4,7,LAVISTA,8.544621,8.533711,9
4,5,SANDAJI STREET,8.3031,8.322,12
3,7,POST OFFICE,8.496123,8.516234,11
1,8,LAVISTA,8.544621,8.533711,5
1,4,NAS ST. POLY,8.507164,8.520902,12
1,4,LAFIA EAST,8.490988,8.527665,5
1,10,STUDENT VILLAGE,8.503164,8.500314,1
6,5,LAVISTA,8.544621,8.533711,11
0,7,POST OFFICE,8.496123,8.516234,12
2,4,PROJECT QUARTERS,8.44235,8.43324,11
5,9,PROJECT QUARTERS,8.44235,8.43324,11
4,5,STUDENT VILLAGE,8.503164,8.500314,5
3,7,NAS ST. POLY,8.507164,8.520902,7
2,8,NAS ST. POLY,8.507164,8.520902,9
4,7,NAS ST. POLY,8.507164,8.520902,13
5,8,LAVISTA,8.544621,8.533711,5
3,2,STUDENT VILLAGE,8.503164,8.500314,4
0,7,LAVISTA,8.544621,8.533711,5
0,11,PROJECT QUARTERS,8.44235,8.43324,8
4,6,POST OFFICE,8.496123,8.516234,11
5,8,POST OFFICE,8.496123,8.516234,13
3,4,PROJECT QUARTERS,8.44235,8.43324,12
6,7,TUNDUN AMBA,8.2856,8.3018,11
5,5,PROJECT QUARTERS,8.44235,8.43324,5
0,11,NAS ST. POLY,8.507164,8.520902,2
5,5,POST OFFICE,8.496123,8.516234,12
4,8,LAFIA EAST,8.490988,8.527665,12
4,7,LAVISTA,8.544621,8.533711,5
5,1,POST OFFICE,8.496123,8.516234,5
1,12,STUDENT VILLAGE,8.503164,8.500314,13
0,2,NAS ST. POLY,8.507164,8.520902,11
1,12,POST OFFICE,8.496123,8.516234,11
4,8,LAVISTA,8.544621,8.533711,5
1,2,WORKERS VILLAGE,8.485263,8.504512,13
2,4,NAS ST. POLY,8.507164,8.520902,11
2,12,NAS ST. POLY,8.507164,8.520902,7
3,11,NAS ST. POLY,8.507164,8.520902,3
2,10,NAS ST. POLY,8.507164,8.520902,12
6,8,POST OFFICE,8.496123,8.516234,5
3,10,NAS ST. POLY,8.507164,8.520902,2
3,6,POST OFFICE,8.496123,8.516234,5
4,4,LAVISTA,8.544621,8.533711,5
4,8,STUDENT VILLAGE,8.503164,8.500314,11
6,6,LAVISTA,8.544621,8.533711,5
2,11,PROJECT QUARTERS,8.44235,8.43324,3
0,6,NAS ST. POLY,8.507164,8.520902,2
2,12,NAS ST. POLY,8.507164,8.520902,11
2,8,POST OFFICE,8.496123,8.516234,5
3,5,POST OFFICE,8.496123,8.516234,11
1,6,PROJECT QUARTERS,8.44235,8.43324,11
0,12,LAVISTA,8.544621,8.533711,11
0,8,DUNAMA,8.523524,8.522714,5
1,2,POST OFFICE,8.496123,8.516234,11
6,1,POST OFFICE,8.496123,8.516234,9
1,1,POST OFFICE,8.496123,8.516234,5
6,9,NAS ST. POLY,8.507164,8.520902,11
5,6,NAS ST. POLY,8.507164,8.520902,3
1,1,NAS ST. POLY,8.507164,8.520902,8
0,4,STUDENT VILLAGE,8.503164,8.500314,11
3,1,NAS ST. POLY,8.507164,8.520902,3
3,8,NAS ST. POLY,8.507164,8.520902,11
6,5,NAS ST. POLY,8.507164,8.520902,13
4,6,TUNDUN AMBA,8.2856,8.3018,3
4,5,POST OFFICE,8.496123,8.516234,11
6,5,STUDENT VILLAGE,8.503164,8.500314,13
1,7,MODERN MARKET,8.491388,8.528523,9
0,9,NAS ST. POLY,8.507164,8.520902,11
1,6,NAS ST. POLY,8.507164,8.520902,13
4,10,DUNAMA,8.523524,8.522714,11
5,5,POST OFFICE,8.496123,8.516234,2
1,6,NAS ST. POLY,8.507164,8.520902,11
6,5,DUNAMA,8.523524,8.522714,11
2,7,POST OFFICE,8.496123,8.516234,13
5,1,POST OFFICE,8.496123,8.516234,11
1,7,POST OFFICE,8.496123,8.516234,13
4,7,LAVISTA,8.544621,8.533711,7
4,6,LAVISTA,8.544621,8.533711,11
5,9,NAS ST. POLY,8.507164,8.520902,1
0,12,POST OFFICE,8.496123,8.516234,11
6,1,STUDENT VILLAGE,8.503164,8.500314,1
6,1,NAS ST. POLY,8.507164,8.520902,1
3,6,MILLIONAIRES QUARTERS,8.516451,8.520237,11
1,9,LAVISTA,8.544621,8.533711,9
2,1,NAS ST. POLY,8.507164,8.520902,5
6,6,POST OFFICE,8.496123,8.516234,3
6,11,NAS ST. POLY,8.507164,8.520902,13
3,10,DUNAMA,8.523524,8.522714,3
2,11,PROJECT QUARTERS,8.44235,8.43324,11
3,5,PROJECT QUARTERS,8.44235,8.43324,12
0,8,POST OFFICE,8.496123,8.516234,11
0,5,POST OFFICE,8.496123,8.516234,7
1,8,WORKERS VILLAGE,8.485263,8.504512,7
1,9,NAS ST. POLY,8.507164,8.520902,11
1,9,LAFIA EAST,8.490988,8.527665,13
0,8,POST OFFICE,8.496123,8.516234,11
6,1,NAS ST. POLY,8.507164,8.520902,2
4,10,POST OFFICE,8.496123,8.516234,13
5,1,POST OFFICE,8.496123,8.516234,11
4,5,STUDENT VILLAGE,8.503164,8.500314,11
1,6,POST OFFICE,8.496123,8.516234,5
0,6,POST OFFICE,8.496123,8.516234,3
0,12,NAS ST. POLY,8.507164,8.520902,1
5,6,POST OFFICE,8.496123,8.516234,12
3,5,DUNAMA,8.523524,8.522714,11
1,6,TUNDUN GWANDARA,8.3033,8.3313,11
2,9,NAS ST. POLY,8.507164,8.520902,13
4,8,STUDENT VILLAGE,8.503164,8.500314,2
6,8,LAVISTA,8.544621,8.533711,5
2,6,LAFIA EAST,8.490988,8.527665,11
2,12,PROJECT QUARTERS,8.44235,8.43324,3
3,5,NAS ST. POLY,8.507164,8.520902,1
6,12,NAS ST. POLY,8.507164,8.520902,12
4,10,STUDENT VILLAGE,8.503164,8.500314,13
5,9,POST OFFICE,8.496123,8.516234,5
4,7,POST OFFICE,8.496123,8.516234,5
0,11,WORKERS VILLAGE,8.485263,8.504512,5
4,7,LAVISTA,8.544621,8.533711,5
0,5,LAVISTA,8.544621,8.533711,1
4,10,NAS ST. POLY,8.507164,8.520902,11
4,10,LAVISTA,8.544621,8.533711,5
6,6,POST OFFICE,8.496123,8.516234,11
4,11,NAS ST. POLY,8.507164,8.520902,5
3,4,PROJECT QUARTERS,8.44235,8.43324,9
0,12,LAVISTA,8.544621,8.533711,5
6,9,PROJECT QUARTERS,8.44235,8.43324,9
5,12,WORKERS VILLAGE,8.485263,8.504512,5
4,9,MODERN MARKET,8.491388,8.528523,2
6,1,PROJECT QUARTERS,8.44235,8.43324,12
1,11,LAVISTA,8.544621,8.533711,2
3,12,STUDENT VILLAGE,8.503164,8.500314,11
1,1,LAFIA EAST,8.490988,8.527665,11
1,4,PROJECT QUARTERS,8.44235,8.43324,1
1,10,LAFIA EAST,8.490988,8.527665,5
6,4,POST OFFICE,8.496123,8.516234,11
3,5,DUNAMA,8.523524,8.522714,13
0,6,STUDENT VILLAGE,8.503164,8.500314,1
4,12,POST OFFICE,8.496123,8.516234,11
5,12,LAVISTA,8.544621,8.533711,5
5,6,LAFIA EAST,8.490988,8.527665,13
1,9,PROJECT QUARTERS,8.44235,8.43324,5
4,5,POST OFFICE,8.496123,8.516234,11
6,7,NAS ST. POLY,8.507164,8.520902,2
3,8,STUDENT VILLAGE,8.503164,8.500314,11
0,6,STUDENT VILLAGE,8.503164,8.500314,11
4,5,NAS ST. POLY,8.507164,8.520902,7
1,5,WORKERS VILLAGE,8.485263,8.504512,1
4,7,PROJECT QUARTERS,8.44235,8.43324,3
0,2,MILLIONAIRES QUARTERS,8.516451,8.520237,11
1,11,LAVISTA,8.544621,8.533711,112
5,8,POST OFFICE,8.496123,8.516234,11
3,7,LAVISTA,8.544621,8.533711,5
6,5,STUDENT VILLAGE,8.503164,8.500314,12
4,6,PROJECT QUARTERS,8.44235,8.43324,9
1,11,NAS ST. POLY,8.507164,8.520902,3
1,8,LAFIA EAST,8.490988,8.527665,9
0,8,POST OFFICE,8.496123,8.516234,11
4,1,STUDENT VILLAGE,8.503164,8.500314,2
3,7,NAS ST. POLY,8.507164,8.520902,7
1,12,LAVISTA,8.544621,8.533711,5
0,12,NAS ST. POLY,8.507164,8.520902,13
3,7,POST OFFICE,8.496123,8.516234,7
3,2,NAS ST. POLY,8.507164,8.520902,11
4,8,POST OFFICE,8.496123,8.516234,12
5,5,LAVISTA,8.544621,8.533711,11
2,10,TUNDUN GWANDARA,8.3033,8.3313,11
2,5,LAVISTA,8.544621,8.533711,5
5,6,NAS ST. POLY,8.507164,8.520902,5
4,9,POST OFFICE,8.496123,8.516234,9
2,1,NAS ST. POLY,8.507164,8.520902,11
3,10,POST OFFICE,8.496123,8.516234,5
5,4,POST OFFICE,8.496123,8.516234,3
5,4,NAS ST. POLY,8.507164,8.520902,13
6,8,NAS ST. POLY,8.507164,8.520902,2
5,8,NAS ST. POLY,8.507164,8.520902,7
1,11,STUDENT VILLAGE,8.503164,8.500314,1
2,9,NAS ST. POLY,8.507164,8.520902,2
2,6,LAVISTA,8.544621,8.533711,2
1,5,POST OFFICE,8.496123,8.516234,5
4,8,STUDENT VILLAGE,8.503164,8.500314,11
2,10,WORKERS VILLAGE,8.485263,8.504512,11
3,8,PROJECT QUARTERS,8.44235,8.43324,11
6,8,MILLIONAIRES QUARTERS,8.516451,8.520237,5
1,6,PROJECT QUARTERS,8.44235,8.43324,12
0,11,NAS ST. POLY,8.507164,8.520902,13
6,6,TUNDUN GWANDARA,8.3033,8.3313,9
0,6,LAFIA EAST,8.490988,8.527665,8
0,8,POST OFFICE,8.496123,8.516234,5
0,8,LAVISTA,8.544621,8.533711,5
1,8,STUDENT VILLAGE,8.503164,8.500314,11
3,8,PROJECT QUARTERS,8.44235,8.43324,3
6,6,POST OFFICE,8.496123,8.516234,12
5,6,PROJECT QUARTERS,8.44235,8.43324,11
5,6,NAS ST. POLY,8.507164,8.520902,13
6,1,STUDENT VILLAGE,8.503164,8.500314,13
4,1,NAS ST. POLY,8.507164,8.520902,2
4,12,TUNDUN AMBA,8.2856,8.3018,5
0,2,POST OFFICE,8.496123,8.516234,11
0,9,NAS ST. POLY,8.507164,8.520902,7
5,8,MODERN MARKET,8.491388,8.528523,5
0,9,MODERN MARKET,8.491388,8.528523,11
2,6,NAS ST. POLY,8.507164,8.520902,7
2,1,POST OFFICE,8.496123,8.516234,9
1,11,TUNDUN AMBA,8.2856,8.3018,11
0,10,DUNAMA,8.523524,8.522714,11
2,11,STUDENT VILLAGE,8.503164,8.500314,11
1,7,POST OFFICE,8.496123,8.516234,3
4,4,STUDENT VILLAGE,8.503164,8.500314,11
3,1,POST OFFICE,8.496123,8.516234,7
3,11,STUDENT VILLAGE,8.503164,8.500314,12
3,10,LAFIA EAST,8.490988,8.527665,12
2,12,POST OFFICE,8.496123,8.516234,13
6,11,NAS ST. POLY,8.507164,8.520902,11
3,9,LAVISTA,8.544621,8.533711,5
0,11,NAS ST. POLY,8.507164,8.520902,12
2,4,POST OFFICE,8.496123,8.516234,11
0,9,DUNAMA,8.523524,8.522714,13
2,5,NAS ST. POLY,8.507164,8.520902,5
4,1,POST OFFICE,8.496123,8.516234,12
3,11,LAVISTA,8.544621,8.533711,5
2,10,POST OFFICE,8.496123,8.516234,13
4,11,LAVISTA,8.544621,8.533711,5
6,5,POST OFFICE,8.496123,8.516234,3
5,7,TUNDUN GWANDARA,8.3033,8.3313,2
6,11,NAS ST. POLY,8.507164,8.520902,11
3,6,POST OFFICE,8.496123,8.516234,9
0,7,POST OFFICE,8.496123,8.516234,12
5,1,POST OFFICE,8.496123,8.516234,13
2,8,POST OFFICE,8.496123,8.516234,5
3,9,POST OFFICE,8.496123,8.516234,13
4,1,OLD TOMATO MARKET,8.2935,8.3112,5
0,11,STUDENT VILLAGE,8.503164,8.500314,1
0,5,POST OFFICE,8.496123,8.516234,11
5,8,NAS ST. POLY,8.507164,8.520902,1
2,4,POST OFFICE,8.496123,8.516234,3
0,9,LAVISTA,8.544621,8.533711,2
6,8,LAVISTA,8.544621,8.533711,5
2,12,NAS ST. POLY,8.507164,8.520902,1
3,12,POST OFFICE,8.496123,8.516234,11
4,7,NAS ST. POLY,8.507164,8.520902,11
4,6,TUNDUN GWANDARA,8.3033,8.3313,5
6,1,TUNDUN AMBA,8.2856,8.3018,7
1,6,LAFIA EAST,8.490988,8.527665,12
4,9,POST OFFICE,8.496123,8.516234,11
6,4,POST OFFICE,8.496123,8.516234,9
5,2,STUDENT VILLAGE,8.503164,8.500314,112
6,1,POST OFFICE,8.496123,8.516234,5
5,5,NAS ST. POLY,8.507164,8.520902,11
3,8,PROJECT QUARTERS,8.44235,8.43324,3
3,2,NAS ST. POLY,8.507164,8.520902,11
3,7,POST OFFICE,8.496123,8.516234,11
6,1,SANDAJI STREET,8.3031,8.322,3
0,10,NAS ST. POLY,8.507164,8.520902,1
1,10,NAS ST. POLY,8.507164,8.520902,1
4,11,NAS ST. POLY,8.507164,8.520902,7
2,1,STUDENT VILLAGE,8.503164,8.500314,5
2,7,STUDENT VILLAGE,8.503164,8.500314,11
3,9,NAS ST. POLY,8.507164,8.520902,5
2,6,LAFIA EAST,8.490988,8.527665,5
0,2,NAS ST. POLY,8.507164,8.520902,1
0,10,SANDAJI STREET,8.3031,8.322,11
1,12,NAS ST. POLY,8.507164,8.520902,12
3,5,LAFIA EAST,8.490988,8.527665,5
4,9,POST OFFICE,8.496123,8.516234,3
5,7,POST OFFICE,8.496123,8.516234,3
5,8,SANDAJI STREET,8.3031,8.322,5
4,1,TUNDUN GWANDARA,8.3033,8.3313,1
3,11,NAS ST. POLY,8.507164,8.520902,13
5,7,PROJECT QUARTERS,8.44235,8.43324,5
5,1,LAFIA EAST,8.490988,8.527665,13
4,8,NAS ST. POLY,8.507164,8.520902,11
6,6,POST OFFICE,8.496123,8.516234,13
0,8,POST OFFICE,8.496123,8.516234,11
1,9,LAVISTA,8.544621,8.533711,7
1,6,NAS ST. POLY,8.507164,8.520902,5
4,2,LAFIA EAST,8.490988,8.527665,11
1,9,NAS ST. POLY,8.507164,8.520902,3
6,5,STUDENT VILLAGE,8.503164,8.500314,3
0,6,LAVISTA,8.544621,8.533711,12
0,10,POST OFFICE,8.496123,8.516234,3
2,5,PROJECT QUARTERS,8.44235,8.43324,3
4,6,NAS ST. POLY,8.507164,8.520902,11
5,7,GOVERNMENT HOUSE,8.509731,8.542025,11
5,8,NAS ST. POLY,8.507164,8.520902,11
0,10,POST OFFICE,8.496123,8.516234,13
4,6,PROJECT QUARTERS,8.44235,8.43324,5
3,12,PROJECT QUARTERS,8.44235,8.43324,13
2,12,MODERN MARKET,8.491388,8.528523,1
1,8,PROJECT QUARTERS,8.44235,8.43324,11
2,9,SANDAJI STREET,8.3031,8.322,11
2,1,NAS ST. POLY,8.507164,8.520902,11
1,11,LAVISTA,8.544621,8.533711,5
0,5,LAVISTA,8.544621,8.533711,2
6,12,NAS ST. POLY,8.507164,8.520902,1
4,6,LAVISTA,8.544621,8.533711,2
2,8,LAVISTA,8.544621,8.533711,5
3,7,STUDENT VILLAGE,8.503164,8.500314,5
1,11,LAFIA EAST,8.490988,8.527665,13
0,1,LAFIA EAST,8.490988,8.527665,11
5,5,STUDENT VILLAGE,8.503164,8.500314,12
6,11,NAS ST. POLY,8.507164,8.520902,12
0,11,LAVISTA,8.544621,8.533711,2
3,10,POST OFFICE,8.496123,8.516234,11
3,1,POST OFFICE,8.496123,8.516234,11
6,9,SANDAJI STREET,8.3031,8.322,11
3,8,LAVISTA,8.544621,8.533711,5
4,10,POST OFFICE,8.496123,8.516234,11
6,10,PROJECT QUARTERS,8.44235,8.43324,11
2,1,STUDENT VILLAGE,8.503164,8.500314,5
0,1,POST OFFICE,8.496123,8.516234,12
1,2,LAVISTA,8.544621,8.533711,7
2,9,NAS ST. POLY,8.507164,8.520902,7
5,6,PROJECT QUARTERS,8.44235,8.43324,11
4,4,NAS ST. POLY,8.507164,8.520902,2
1,8,NAS ST. POLY,8.507164,8.520902,5
0,10,LAVISTA,8.544621,8.533711,5
0,8,PROJECT QUARTERS,8.44235,8.43324,11
2,11,NAS ST. POLY,8.507164,8.520902,11
1,5,POST OFFICE,8.496123,8.516234,3
6,2,STUDENT VILLAGE,8.503164,8.500314,1
1,1,NAS ST. POLY,8.507164,8.520902,11
0,11,LAFIA EAST,8.490988,8.527665,5
3,12,NAS ST. POLY,8.507164,8.520902,11
5,9,NAS ST. POLY,8.507164,8.520902,7
4,9,STUDENT VILLAGE,8.503164,8.500314,12
4,6,POST OFFICE,8.496123,8.516234,5
0,1,STUDENT VILLAGE,8.503164,8.500314,7
4,11,NAS ST. POLY,8.507164,8.520902,11
0,12,POST OFFICE,8.496123,8.516234,12
4,4,LAFIA EAST,8.490988,8.527665,5
5,11,NAS ST. POLY,8.507164,8.520902,11
4,1,LAFIA EAST,8.490988,8.527665,1
5,8,WORKERS VILLAGE,8.485263,8.504512,11
5,8,STUDENT VILLAGE,8.503164,8.500314,13
6,9,LAVISTA,8.544621,8.533711,5
5,12,MODERN MARKET,8.491388,8.528523,11
5,12,WORKERS VILLAGE,8.485263,8.504512,11
3,8,TUNDUN AMBA,8.2856,8.3018,5
6,1,POST OFFICE,8.496123,8.516234,11
4,6,LAFIA EAST,8.490988,8.527665,5
3,7,POST OFFICE,8.496123,8.516234,11
0,9,NAS ST. POLY,8.507164,8.520902,13
3,9,PROJECT QUARTERS,8.44235,8.43324,11
2,10,NAS ST. POLY,8.507164,8.520902,2
1,6,LAFIA EAST,8.490988,8.527665,11
6,9,LAVISTA,8.544621,8.533711,13
0,2,POST OFFICE,8.496123,8.516234,7
3,9,PROJECT QUARTERS,8.44235,8.43324,8
6,7,POST OFFICE,8.496123,8.516234,13
4,4,POST OFFICE,8.496123,8.516234,7
4,12,STUDENT VILLAGE,8.503164,8.500314,1
5,9,DUNAMA,8.523524,8.522714,11
0,8,NAS ST. POLY,8.507164,8.520902,7
5,10,LAVISTA,8.544621,8.533711,1
0,12,TUNDUN AMBA,8.2856,8.3018,11
3,1,LAVISTA,8.544621,8.533711,5
5,11,NAS ST. POLY,8.507164,8.520902,11
0,5,POST OFFICE,8.496123,8.516234,5
4,8,POST OFFICE,8.496123,8.516234,3
1,11,STUDENT VILLAGE,8.503164,8.500314,11
0,7,TUNDUN AMBA,8.2856,8.3018,11
0,2,POST OFFICE,8.496123,8.516234,11
4,12,LAFIA EAST,8.490988,8.527665,5
5,7,STUDENT VILLAGE,8.503164,8.500314,11
